"date","confirmed","deaths","tests","positives","recovered","hosp","icu","vent"
2020-03-26,379,4,7229,294,22,0,0,0
2020-03-27,371,0,11888,302,53,0,0,0
2020-03-28,460,1,12835,393,19,0,0,0
2020-03-29,344,2,12609,289,2,0,0,0
2020-03-30,266,2,8373,212,66,0,0,0
2020-03-31,311,1,8862,264,54,32,6,0
2020-04-01,303,3,9063,239,73,344,67,30
2020-04-02,273,2,7926,238,154,10,3,-1
2020-04-03,225,4,8574,178,63,-7,1,1
2020-04-04,190,2,7737,161,51,52,12,1
2020-04-05,141,5,7595,114,102,-2,4,0
2020-04-06,106,6,4300,94,61,-2,0,2
2020-04-07,119,7,6452,95,1700,-152,-3,2
2020-04-08,105,2,6663,78,266,-40,-6,-1
2020-04-09,85,1,9120,65,174,0,-5,0
2020-04-10,106,3,6872,74,153,-27,-7,2
2020-04-11,88,2,7954,68,124,4,6,0
2020-04-12,22,3,4501,9,72,2,1,-3
2020-04-13,41,2,6460,26,156,-12,-2,12
2020-04-14,49,1,3272,28,104,3,1,-2
2020-04-15,34,1,3772,25,90,-14,-6,-2
2020-04-16,30,0,6447,15,59,-12,-6,-3
2020-04-17,47,2,9488,36,72,-8,-7,0
2020-04-18,42,4,11688,35,344,-5,-4,-4
2020-04-19,44,2,9655,34,67,-5,-7,-1
2020-04-20,13,0,8624,7,28,-8,1,-1
2020-04-21,22,1,6102,18,437,-1,-2,1
2020-04-22,7,2,8989,2,240,-5,0,-2
2020-04-23,8,2,11176,8,110,-9,-1,-2
2020-04-24,17,3,12630,12,91,-10,-4,-1
2020-04-25,18,2,8920,15,237,-5,0,0
2020-04-26,19,2,9824,15,168,-14,0,-3
2020-04-27,7,0,8521,5,47,-2,1,2
2020-04-28,12,5,11403,7,42,-3,-1,0
2020-04-29,13,2,10640,11,40,-13,-4,-1
2020-04-30,8,2,14600,6,47,-5,-4,-4
2020-05-01,13,1,18507,13,30,-6,-5,-1
2020-05-02,15,0,16915,13,49,-6,-1,0
2020-05-03,18,2,18436,18,21,-4,0,-1
2020-05-04,24,1,14851,23,46,-5,0,0
2020-05-05,26,1,11683,24,27,-2,-1,0
2020-05-06,24,0,19839,24,89,-4,0,-2
2020-05-07,22,0,29669,19,59,-3,-4,-1
2020-05-08,18,0,30516,17,46,-2,-2,-1
2020-05-09,14,0,34153,14,53,-5,-2,-1
2020-05-10,12,0,29289,12,29,-8,-1,0
2020-05-11,7,0,24898,7,16,6,-2,-1
2020-05-12,20,0,21056,19,51,-2,0,1
2020-05-13,11,1,26069,11,41,3,1,-1
2020-05-14,15,0,29075,14,25,1,1,-1
2020-05-15,31,0,35655,30,37,-4,0,0
2020-05-16,17,0,27650,15,30,2,-2,-1
2020-05-17,9,0,23719,8,4,1,0,0
2020-05-18,9,1,17645,9,27,-5,-4,-5
2020-05-19,8,1,21020,8,19,2,-1,0
2020-05-20,11,0,21164,11,30,-3,-2,0
2020-05-21,2,0,21370,2,27,-2,0,0
2020-05-22,14,1,29109,14,8,-1,-2,-1
2020-05-23,16,1,17067,13,15,-4,-2,-1
2020-05-24,3,0,29881,3,15,-2,0,0
2020-05-25,4,0,17018,0,23,-2,0,0
2020-05-26,15,0,41136,8,21,-1,0,0
2020-05-27,6,0,44863,6,7,0,1,-2
2020-05-28,18,0,23401,11,22,-1,-1,0
2020-05-29,16,0,24251,8,0,-6,-1,0
2020-05-30,12,0,24058,11,34,-1,0,0
2020-05-31,10,0,21328,7,-2,-2,0,-2
2020-06-01,9,0,13543,7,5,0,-1,0
2020-06-02,17,0,14266,17,5,6,1,1
2020-06-03,8,0,16033,7,15,-1,1,0
2020-06-04,11,0,25548,11,25,-2,-1,0
2020-06-05,11,0,21051,7,16,-2,-1,0
2020-06-06,4,0,4197,1,10,0,1,0
2020-06-07,4,0,21311,3,9,-3,-1,0
2020-06-08,6,0,11492,6,7,1,0,0
2020-06-09,2,0,11772,2,14,0,-1,0
2020-06-10,9,0,22390,7,24,1,1,0
2020-06-11,9,0,21219,9,15,-2,-1,0
2020-06-12,4,0,28957,3,22,0,0,0
2020-06-13,13,0,28506,13,29,-2,0,-2
2020-06-14,18,0,25844,18,26,0,1,0
2020-06-15,15,0,12908,15,13,1,1,0
2020-06-16,12,0,16157,12,5,0,-1,2
2020-06-17,23,0,26168,23,14,-1,0,1
2020-06-18,21,0,33996,20,0,-2,0,-1
